"Feature.ID","Feature.Name","Feature.Class","wt_rep_1","wt_rep_2","piwi_rep_1","piwi_rep_2"
"Gene:WBGene00005180","Y25C1A.11, srg-23","unk",18.97,17.97,3.86,6.4
"Gene:WBGene00005181","Y25C1A.12, srg-24","unk",2.73,3.16,4.84,5.99
"Gene:WBGene00005182","T09D3.5, srg-25","unk",0,0.02,0.5,0
"Gene:WBGene00005183","C10G8.1, srg-26","unk",0,0,0,0
"Gene:WBGene00005184","T09D3.7, srg-27","unk",0,0,0,0
"Gene:WBGene00005185","T09D3.2, srg-28","unk",0,0,0,0
"Gene:WBGene00005186","T09D3.6, srg-29","unk",0,0,0,0
"Gene:WBGene00005187","W02F12.7, srg-30","unk",11,7,0,1
"Gene:WBGene00005188","T07H8.5, srg-31","unk",1.33,2.5,0,0
"Gene:WBGene00005189","T21C9.7, srg-32","unk",0,0,0,0.5
"Gene:WBGene00005190","F21F8.1, srg-33","unk",0,0,0,0
"Gene:WBGene00005191","Y51A2D.12, srg-34","WAGO",996,1115,8,5
"Gene:WBGene00005192","C55A1.2, srg-35","unk",0.25,0,0.05,0.17
"Gene:WBGene00005193","K04C1.6, srg-36","unk",723.14,673.14,403.29,491.01
"Gene:WBGene00005194","K04C1.1, srg-37","unk",1,5.5,0,0.5
"Gene:WBGene00005195","T19C4.8, srg-38","unk",15.35,17.37,4.47,8.01
"Gene:WBGene00005196","T19C4.2, srg-39","unk",0,0,0.02,0
"Gene:WBGene00005197","T19C4.4, srg-40","unk",0,0.5,0.33,0
"Gene:WBGene00005198","T19C4.3, srg-41","unk",1,0,0,0.03
"Gene:WBGene00005199","T19C4.9, srg-42","unk",0,0,0,0.1
"Gene:WBGene00005200","C38D9.10, srg-43","unk",5.41,8.25,1.39,2.7
"Gene:WBGene00005201","F31E9.2, srg-44","unk",2.3,5.43,0.78,0.64
"Gene:WBGene00005202","C51F7.2, srg-45","unk",0,0,0,2
"Gene:WBGene00005203","F32H5.5, srg-46","unk",0,0,0,0
"Gene:WBGene00005204","C53A5.8, srg-47","unk",1.5,0,1.5,3
"Gene:WBGene00005205","Y43B11AR.5, srg-48","unk",0.7,0,2,1
"Gene:WBGene00005206","Y43B11AR.6, srg-49","unk",1.7,0,0,0
"Gene:WBGene00005207","Y43B11AR.2, srg-50","unk",4.33,0,0,0
"Gene:WBGene00005208","Y40H7A.8, srg-51","unk",1.08,3.13,4.05,0.04
"Gene:WBGene00005210","T02B11.1, srg-53","unk",8.04,6.3,3.17,0
"Gene:WBGene00005211","W09D12.3, srg-54","unk",0,0.25,0,0.5
"Gene:WBGene00005212","W09D12.2, srg-55","unk",0,0.67,1.2,4
"Gene:WBGene00005213","C24B9.10, srg-56","unk",1.38,0.37,0.11,0.14
"Gene:WBGene00005214","C24B9.14, srg-57","unk",0.73,0.51,0.26,0.86
"Gene:WBGene00005215","R05D8.6, srg-58","unk",1,0.01,3,0
"Gene:WBGene00005216","C24B9.7, srg-59","unk",0.44,2.46,0.5,1.55
"Gene:WBGene00005217","C24B9.15, srg-60","unk",3,0,0.03,6
"Gene:WBGene00005218","C24B9.11, srg-61","unk",36.28,45.29,28.11,32.68
"Gene:WBGene00005219","C24B9.12, srg-62","unk",42.45,23.72,0.24,1.61
"Gene:WBGene00005220","Y105C5B.24, srg-63","unk",0,0,0,0
"Gene:WBGene00005221","ZK678.6, srg-64","WAGO",1.96,2.4,0.56,1.51
"Gene:WBGene00005222","T05C3.8, srg-65","unk",60.51,91.54,2251.11,3060.6
"Gene:WBGene00005223","T05C3.7, srg-66","WAGO",0,0.01,0,0
"Gene:WBGene00005224","ZC317.4, srg-67","unk",4.06,0,2.25,0.03
"Gene:WBGene00005225","ZC317.5, srg-68","unk",8.5,5.5,89.5,126.5
"Gene:WBGene00005226","F09E5.4, srg-69","unk",25.5,41.5,5.5,8
"Gene:WBGene00005227","T11F9.18, srh-1","unk",64.08,61.68,22.33,27.58
"Gene:WBGene00005228","C05E4.14, srh-2","unk",13.3,34.72,5.73,3.73
"Gene:WBGene00005229","K04F1.5, srh-3","unk",2.45,1.13,0.84,0.17
"Gene:WBGene00005230","K09D9.6, srh-4","unk",1,0.27,0,0
"Gene:WBGene00005231","K04F1.16, srh-5","unk",1.67,1.67,0,1
"Gene:WBGene00005232","K09D9.4, srh-6","unk",0,1.5,0,0
"Gene:WBGene00005233","K09D9.7, srh-7","unk",0,0,0,0.17
"Gene:WBGene00005234","K09D9.8, srh-8","unk",16,14.5,1,0.5
"Gene:WBGene00005235","T11F9.17, srh-9","unk",50,60,5,9.5
"Gene:WBGene00005236","Y38A10A.3, srh-10","unk",0,0,0,0
"Gene:WBGene00005237","R09F10.6, srh-11","unk",0,0.5,0,0
"Gene:WBGene00005238","R09F10.11, srh-12","unk",0,0,0,0
"Gene:WBGene00005239","R09F10.10, srh-13","unk",0,0,3,0
"Gene:WBGene00005240","C50B6.6, srh-15","unk",2.83,0.33,1.75,0
"Gene:WBGene00005241","F55C5.9, srh-16","unk",20.14,34.1,4.12,2
"Gene:WBGene00005242","C47E8.2, srh-17","unk",0,0,0,0
"Gene:WBGene00005243","C50B6.5, srh-18","unk",0,0.2,0.14,0
"Gene:WBGene00005244","F19G12.5, srh-19","unk",19.37,16.55,0.49,1.72
"Gene:WBGene00005245","C02E7.3, srh-20","unk",0.01,1,0,0
"Gene:WBGene00005246","C02E7.2, srh-21","unk",5,0,0,2.25
"Gene:WBGene00005247","C02E7.4, srh-22","unk",1.1,1,1,0
"Gene:WBGene00005248","C02E7.5, srh-23","unk",0.1,0.19,0,0.5
"Gene:WBGene00005249","C54D10.6, srh-25","unk",0,1.5,0,0.7
"Gene:WBGene00005250","W05H5.4, srh-27","unk",0.02,0,0,2
"Gene:WBGene00005251","ZC404.5, srh-28","unk",21.5,21,0,1.68
"Gene:WBGene00005252","ZC404.6, srh-29","unk",0,1,2.5,0
"Gene:WBGene00005253","ZC404.12, srh-30","unk",3,5.5,0,1
"Gene:WBGene00005254","W06D12.7, srh-31","unk",1.34,1.3,1.3,5.23
"Gene:WBGene00005255","Y26G10.2, srh-32","unk",3.14,4.05,2.19,4.67
"Gene:WBGene00005256","M02H5.9, srh-33","unk",60.21,65.03,6.88,8.2
"Gene:WBGene00005257","M02H5.10, srh-34","WAGO",0,3,0,0
"Gene:WBGene00005258","M02H5.11, srh-35","unk",75.34,91.17,28,35.2
"Gene:WBGene00005259","T03D3.4, srh-36","unk",0.94,0.98,3.99,7.7
"Gene:WBGene00005260","R11G11.9, srh-37","unk",12,9,1,0
"Gene:WBGene00005261","C31B8.11, srh-38","unk",3.17,3.82,0.62,0.88
"Gene:WBGene00005262","C06A8.7, srh-39","unk",18.5,38,1.5,2.25
"Gene:WBGene00005263","Y40D12A.3, srh-40","unk",0.5,0,0,0
"Gene:WBGene00005264","Y54G11A.12, srh-41","unk",0,1,0,0.03
"Gene:WBGene00005265","Y54G11A.15, srh-42","unk",0,0,0,0
"Gene:WBGene00005266","Y54G11A.16, srh-43","unk",0,0,0,0
"Gene:WBGene00005267","B0334.7, srh-44","unk",5.33,17,0,1.4
"Gene:WBGene00005268","T03F7.2, srh-45","unk",0,0,0,0
"Gene:WBGene00005269","T03F7.3, srh-46","unk",0,0.5,0,0.14
"Gene:WBGene00005270","T03F7.4, srh-47","unk",1,0,0,1
"Gene:WBGene00005271","C06C3.6, srh-48","unk",23596.95,23292.01,19438.31,24993.68
"Gene:WBGene00005272","C10G11.4, srh-49","unk",2,2.5,2,0
"Gene:WBGene00005273","C10G11.2, srh-50","unk",0,1.5,0,0.01
"Gene:WBGene00005274","C10G11.3, srh-51","unk",0,0.5,2,0
"Gene:WBGene00005275","R08H2.7, srh-52","unk",0,0,1,0
"Gene:WBGene00005276","T09F5.15, srh-53","unk",0.5,0,0,2.5
"Gene:WBGene00005277","T09F5.6, srh-54","unk",0.6,0,0,1
"Gene:WBGene00005278","T09F5.5, srh-55","unk",0,0,0,0.67
"Gene:WBGene00005279","R05D8.3, srh-56","unk",1,2,0,0
"Gene:WBGene00005280","Y49F6A.2, srh-57","unk",7.65,5.5,0,0
"Gene:WBGene00005281","W10G11.10, srh-59","unk",2.45,0,0,0
"Gene:WBGene00005282","W10G11.9, srh-60","unk",105.08,103.77,80.78,103.58
"Gene:WBGene00005283","T21B4.8, srh-61","unk",2,2.5,0,0.07
"Gene:WBGene00005284","ZK6.9, srh-62","unk",174.27,161.91,12.44,9.59
"Gene:WBGene00005285","T27E7.8, srh-63","unk",1.12,8.02,0.04,2.09
"Gene:WBGene00005286","T27E7.2, srh-65","unk",1.5,2.5,1,2
"Gene:WBGene00005287","T21B4.10, srh-66","unk",0,0,0,0.33
"Gene:WBGene00005288","T21B4.6, srh-67","unk",1,0,0,0
"Gene:WBGene00005289","T21B4.5, srh-68","unk",0,0,0,1
"Gene:WBGene00005290","T21B4.7, srh-69","unk",2,0,0,0
"Gene:WBGene00005291","T21B4.9, srh-70","unk",1.5,3.5,0,0
"Gene:WBGene00005292","T10D4.5, srh-71","unk",99.23,110.69,20.03,52.95
"Gene:WBGene00005293","ZC204.5, srh-72","unk",27,24,2.33,0.01
"Gene:WBGene00005294","T21B4.14, srh-73","unk",0,0,0.29,0
"Gene:WBGene00005295","C45B11.4, srh-74","unk",0.33,0.33,1,0
"Gene:WBGene00005296","T04C12.2, srh-75","unk",0,0.11,0,0
"Gene:WBGene00005297","F26F12.6, srh-76","unk",6,9,0,2
"Gene:WBGene00005298","DC2.6, srh-77","unk",19.6,18.99,7.64,7.13
"Gene:WBGene00005299","DC2.2, srh-78","unk",1.5,0.6,0,1
"Gene:WBGene00005300","C04F2.1, srh-79","unk",0,0,1,3.33
"Gene:WBGene00005301","DC2.1, srh-80","unk",7.61,2.22,3.36,2.29
"Gene:WBGene00005302","W03F9.7, srh-81","unk",0.25,0.01,0.05,0.11
"Gene:WBGene00005303","W03F9.6, srh-82","unk",0,0.42,0,0.14
"Gene:WBGene00005304","F09G2.7, srh-83","unk",0,0,0,0
"Gene:WBGene00005305","K12D9.2, srh-84","unk",0,0,0,0
"Gene:WBGene00005306","C44C3.8, srh-85","unk",1,0,0,0
"Gene:WBGene00005307","C44C3.4, srh-86","unk",45.53,39.73,2,3
"Gene:WBGene00005308","H27D07.6, srh-87","WAGO",355.17,323.17,2,1
"Gene:WBGene00005309","C44C3.9, srh-88","unk",37.33,52.83,2,1.83
"Gene:WBGene00005310","F25E5.14, srh-89","unk",0,0,1,0
"Gene:WBGene00005311","F53C3.10, srh-90","unk",3.06,4.06,0.1,0.53
"Gene:WBGene00005312","F25E5.11, srh-91","unk",1,0,0,1
"Gene:WBGene00005313","F25E5.13, srh-92","unk",1,1,0,0.33
"Gene:WBGene00005314","F25E5.15, srh-93","unk",0,0,0,0
"Gene:WBGene00005315","F21H7.11, srh-95","unk",0.23,1,0,0.06
"Gene:WBGene00005316","F49H6.4, srh-97","unk",10.23,12.74,5.99,9.04
"Gene:WBGene00005317","F21H7.14, srh-98","unk",0,0,0,0
"Gene:WBGene00005318","C46E10.7, srh-99","unk",0.05,2,0,0.33
"Gene:WBGene00005319","C46E10.10, srh-100","unk",0.07,0,0.5,1
"Gene:WBGene00005320","F31F4.10, srh-101","unk",1.5,0.5,0,0.5
"Gene:WBGene00005321","F40D4.11, srh-102","unk",6.16,7.07,4.27,5.67
"Gene:WBGene00005322","F21H7.13, srh-103","unk",0,0,0.81,0.31
"Gene:WBGene00005323","F21H7.7, srh-104","unk",0,2.5,0.5,0
"Gene:WBGene00005324","T27A1.1","unk",115.55,118.64,130.5,162.65
"Gene:WBGene00005325","R08H2.14, srh-106","unk",0,0,0,0
"Gene:WBGene00005326","R08H2.12, srh-107","unk",0,1,0,0
"Gene:WBGene00005327","R08H2.11, srh-108","unk",0,0,0,0
"Gene:WBGene00005328","T19C9.4, srh-109","unk",0,1,3,4.58
"Gene:WBGene00005329","F08E10.4, srh-110","unk",0.5,1,0.5,0
"Gene:WBGene00005330","F08E10.6, srh-111","unk",5.5,5.5,0,0
"Gene:WBGene00005331","T19C9.2, srh-112","unk",2.5,4,0,0
"Gene:WBGene00005332","Y68A4A.7, srh-113","unk",0,0,0,0
"Gene:WBGene00005333","F08E10.8, srh-114","unk",0,0,0,0
"Gene:WBGene00005334","Y61B8A.2, srh-115","unk",2.76,2.71,0.48,0.95
"Gene:WBGene00005335","Y61B8A.1, srh-116","unk",2,0,0,2
"Gene:WBGene00005336","K10G4.6, srh-117","unk",1.5,2.5,0,0.54
"Gene:WBGene00005337","K03D7.6, srh-118","unk",60.65,52.51,40.79,44.59
"Gene:WBGene00005338","Y102A5C.21, srh-119","unk",0,0.5,0,0.43
"Gene:WBGene00005339","T27C5.1, srh-120","unk",0.56,0.03,0,0.93
"Gene:WBGene00005340","R08H2.5, srh-122","unk",0,0.33,0,0.33
"Gene:WBGene00005341","F08E10.3, srh-123","unk",2,0,0,0.5
"Gene:WBGene00005342","C18B10.8, srh-125","unk",0,2.5,0,0.02
"Gene:WBGene00005343","F18E3.3, srh-126","unk",0,0,1,0
"Gene:WBGene00005344","F37B4.1, srh-127","unk",14.14,22.77,2.44,2.19
"Gene:WBGene00005345","Y47G7B.1, srh-128","unk",1.54,6.91,0.22,0.75
"Gene:WBGene00005346","F14F9.7, srh-129","unk",2,0,0,0
"Gene:WBGene00005347","F14F9.1, srh-130","unk",2,0,0,0.5
"Gene:WBGene00005348","Y102A5C.31, srh-131","unk",1,0.5,3.5,2.5
"Gene:WBGene00005349","T27C5.5, srh-132","unk",5,2,0,1
"Gene:WBGene00005350","Y59A8B.3, srh-133","unk",2.83,3.2,0.25,2
"Gene:WBGene00005351","Y59A8B.4, srh-134","unk",136.34,187,20.74,43.13
"Gene:WBGene00005352","T01E8.7, srh-135","unk",0.12,0.12,0,0.75
"Gene:WBGene00005353","F36D3.6, srh-136","unk",0,1,0.01,1.07
"Gene:WBGene00005354","Y70C5C.4, srh-137","unk",0,0,0,0
"Gene:WBGene00005355","T08G3.12, srh-138","unk",0.03,0.64,0.01,0.36
"Gene:WBGene00005356","F57E7.3, srh-139","unk",0,1,0,0
"Gene:WBGene00005357","Y6E2A.6, srh-140","unk",0,0,0,0
"Gene:WBGene00005358","T08G3.5, srh-141","unk",0.08,0.04,0.1,0.32
"Gene:WBGene00005359","T08G3.3, srh-142","unk",0,0,0,0
"Gene:WBGene00005360","F26D2.5, srh-144","unk",4,2.33,1,0.5
"Gene:WBGene00005361","F26D2.4, srh-145","unk",6,3.33,1,1.5
"Gene:WBGene00005362","C31B8.3, srh-146","unk",0.15,1.57,9.94,14.55
"Gene:WBGene00005363","K08G2.12, srh-147","unk",0,0,0,0.33
"Gene:WBGene00005364","K08G2.5, srh-148","unk",0,0,0,1.33
"Gene:WBGene00005365","K08G2.13, srh-149","unk",0.05,0.21,0,0.11
"Gene:WBGene00005366","K08G2.2, srh-150","unk",1,0,0,0.06
"Gene:WBGene00005367","K08G2.6, srh-151","unk",0,0,0,0
"Gene:WBGene00005368","K08G2.3, srh-152","unk",1,2.4,1.63,2.26
"Gene:WBGene00005369","K08G2.11, srh-153","unk",0.2,0,0,0
"Gene:WBGene00005370","F20E11.12, srh-154","unk",0.2,0.75,1.25,1
"Gene:WBGene00005371","F40D4.2, srh-155","unk",1.56,1.92,1.26,2.33
"Gene:WBGene00005372","F20E11.9, srh-156","unk",0,0,0,0.5
"Gene:WBGene00005373","F20E11.8, srh-157","unk",0,0,1,0
"Gene:WBGene00005374","F20E11.13, srh-158","unk",8.81,9.94,15.42,19.38
"Gene:WBGene00005375","F40D4.3, srh-159","unk",0,0,0,0
"Gene:WBGene00005376","F20E11.3, srh-160","unk",0,0,0,0
"Gene:WBGene00005377","F20E11.14, srh-161","unk",0,0,2,1.67
"Gene:WBGene00005378","F40D4.4, srh-162","unk",11.54,5.18,10.42,7.7
"Gene:WBGene00005379","D1054.16, srh-163","unk",1.5,2.62,0,0
"Gene:WBGene00005380","Y8A9A.1, srh-164","unk",3,0,0,0.33
"Gene:WBGene00005381","C41G6.9, srh-165","unk",0.07,0.3,1.08,1.45
"Gene:WBGene00005382","Y38H6C.12, srh-166","unk",16,11,0,1
"Gene:WBGene00005383","F57G8.3, srh-167","unk",0,0,0,0
"Gene:WBGene00005384","C55A1.10, srh-168","unk",0.51,1.2,0.51,0.18
"Gene:WBGene00005385","C49G7.2, srh-169","unk",0.42,0.68,0.86,1.91
"Gene:WBGene00005386","R08H2.3, srh-170","unk",9.42,7.33,0.53,0.69
"Gene:WBGene00005387","Y60A3A.5, srh-171","WAGO",167.91,176.55,515.33,616.01
"Gene:WBGene00005388","Y60A3A.6, srh-172","unk",14.73,11.42,37,39.13
"Gene:WBGene00005389","Y60A3A.4, srh-173","unk",5,3.5,0,2
"Gene:WBGene00005390","F40D4.1, srh-174","unk",0,0,1.25,0.75
"Gene:WBGene00005391","F20E11.11, srh-175","unk",0,1.75,1.75,0.75
"Gene:WBGene00005392","K02E2.3, srh-177","unk",2.78,0.66,3.74,0.38
"Gene:WBGene00005393","ZK228.8, srh-178","unk",0,0.05,0,0
"Gene:WBGene00005394","ZK228.7, srh-179","unk",0,3,1,0
"Gene:WBGene00005395","F57G8.1, srh-180","unk",0,3,2,0
"Gene:WBGene00005396","ZK228.6, srh-181","unk",0,0,1,0.17
"Gene:WBGene00005397","ZK228.5, srh-182","unk",0,0.56,4.01,0.17
"Gene:WBGene00005398","Y60A3A.3, srh-183","unk",0,2,0,0.51
"Gene:WBGene00005399","D1054.12, srh-184","unk",0,0,0,0.5
"Gene:WBGene00005400","C50H11.7, srh-185","unk",17.39,22.31,2,5.25
"Gene:WBGene00005401","F36G9.2, srh-186","unk",1,5,3,6
"Gene:WBGene00005402","F10G2.8, srh-187","unk",0,0,0.5,0
"Gene:WBGene00005403","C03G6.20, srh-189","unk",0,0,0,0
"Gene:WBGene00005404","C17E7.2, srh-190","unk",0,0.5,0,0
"Gene:WBGene00005405","ZC132.7, srh-192","WAGO",1.9,2.78,0.64,0.96
"Gene:WBGene00005406","F47D2.9, srh-193","unk",1,0,1,0.07
"Gene:WBGene00005407","F47D2.10, srh-194","unk",0,0,0,0.57
"Gene:WBGene00005408","R52.7, srh-195","unk",7.02,8.84,34.25,48.71
"Gene:WBGene00005409","ZK262.13, srh-198","unk",6.4,10.23,6.98,7.92
"Gene:WBGene00005410","ZK697.11, srh-199","unk",2.63,2.16,1.04,0.9
"Gene:WBGene00005411","F07C4.13, srh-200","unk",0,0,0,0
"Gene:WBGene00005412","R03H4.9, srh-201","unk",0,0.18,0.5,0.36
"Gene:WBGene00005413","Y68A4A.1, srh-202","unk",0,6.5,0,0
"Gene:WBGene00005414","F20E11.10, srh-203","unk",5.64,1.05,0.04,2.5
"Gene:WBGene00005415","E03D2.3, srh-204","unk",1,0,1,0
"Gene:WBGene00005416","Y102A5C.15, srh-206","unk",1.5,1.5,0,1.5
"Gene:WBGene00005417","ZK262.1, srh-207","unk",2,0,0,0.02
"Gene:WBGene00005418","C43D7.6, srh-208","unk",1.5,5.67,1.33,3.33
"Gene:WBGene00005419","ZK262.11, srh-209","unk",0,1.01,0.33,0.33
"Gene:WBGene00005420","D1065.4, srh-210","unk",3,4.12,1,0
"Gene:WBGene00005421","D1065.5, srh-211","unk",6.53,6.68,0,0.81
"Gene:WBGene00005422","T22F3.6, srh-212","unk",13.47,5.42,8,4.5
"Gene:WBGene00005423","T22F3.5, srh-213","unk",271.75,279.94,11.99,23.27
"Gene:WBGene00005424","T20B3.4, srh-214","unk",0,0.25,0,0
"Gene:WBGene00005425","T20B3.3, srh-215","unk",0,0,0,0.5
"Gene:WBGene00005426","T20B3.5, srh-216","unk",0.53,1,0.03,0.04
"Gene:WBGene00005427","Y113G7B.2, srh-217","unk",60.33,52.02,20.97,14.42
"Gene:WBGene00005428","C06B8.10, srh-218","unk",0.1,1.2,0,1
"Gene:WBGene00005429","C06B8.6, srh-219","unk",2,0,1,2
"Gene:WBGene00005430","F47C12.5, srh-220","unk",2,0,0,0
"Gene:WBGene00005431","C04F2.2, srh-221","unk",1.67,2.67,0,0.33
"Gene:WBGene00005432","F47C12.10, srh-222","unk",0.5,0,0,0
"Gene:WBGene00005433","F47C12.3, srh-223","unk",2.75,1.33,1.33,1.67
"Gene:WBGene00005434","C35D6.8, srh-224","unk",1.5,3.54,1.68,4.5
"Gene:WBGene00005435","C35D6.2, srh-227","unk",0.5,0.04,0.17,0
"Gene:WBGene00005436","C35D6.1, srh-228","unk",253.5,273.65,1.83,5.5
"Gene:WBGene00005437","C04F2.4, srh-229","unk",0,0,2,3
"Gene:WBGene00005438","C04F2.3, srh-230","unk",0,1,0,0
"Gene:WBGene00005439","C03G6.11, srh-231","unk",0,1,0,0
"Gene:WBGene00005440","Y113G7A.1, srh-233","unk",1,5.06,0,0.03
"Gene:WBGene00005441","F07C4.14, srh-234","unk",0,0,0,0
"Gene:WBGene00005442","F08E10.1, srh-235","unk",3,2,0,0
"Gene:WBGene00005443","Y68A4A.9, srh-236","unk",8.5,12,0,5
"Gene:WBGene00005444","T05E12.7, srh-237","unk",4,1.5,4,1
"Gene:WBGene00005445","T23F1.1, srh-238","unk",8.5,9.25,6.25,8.58
"Gene:WBGene00005446","T26H5.3, srh-239","unk",1.5,0,2,2.83
"Gene:WBGene00005447","F37B4.13, srh-240","unk",39.36,26.52,2.03,1.04
"Gene:WBGene00005448","F37B4.6, srh-241","unk",0,0,0.04,0
"Gene:WBGene00005449","F37B4.3, srh-243","unk",0.35,2.19,0.51,0.4
"Gene:WBGene00005450","C03G6.9, srh-244","unk",1,0,0,0
"Gene:WBGene00005451","F31F4.9, srh-245","unk",0,2,1,0
"Gene:WBGene00005452","F31F4.18, srh-246","unk",0,0,0,0
"Gene:WBGene00005453","C31B8.13, srh-247","unk",0,0,0.5,0
"Gene:WBGene00005454","H05B21.2, srh-248","unk",0,0,0,0
"Gene:WBGene00005455","C31B8.14, srh-249","unk",4,3,0.5,0
"Gene:WBGene00005456","C49D10.3, srh-250","unk",1.59,2.06,0.01,0.15
"Gene:WBGene00005457","R08H2.4, srh-251","unk",0,0,0,0
"Gene:WBGene00005458","T19C9.3, srh-252","unk",2.5,0.5,0,0.4
"Gene:WBGene00005459","F08E10.5, srh-253","unk",0.67,0,0,0
"Gene:WBGene00005460","T26H5.1, srh-254","unk",0,0,0.1,0
"Gene:WBGene00005461","F28B1.8, srh-255","unk",2.33,0,0.5,0
"Gene:WBGene00005462","F28B1.7, srh-256","unk",0.78,1.45,0,0.11
"Gene:WBGene00005463","T06E6.6, srh-257","unk",2.95,1.29,1.25,3.89
"Gene:WBGene00005464","T06E6.7, srh-258","unk",0.88,0.36,0.99,0.33
"Gene:WBGene00005465","Y32B12A.6, srh-259","unk",0,2,0,0
"Gene:WBGene00005466","Y32B12A.7, srh-260","unk",0,0,0,0.1
"Gene:WBGene00005467","K03D7.4, srh-261","unk",5.5,3,0.02,0.07
"Gene:WBGene00005468","K10G4.7, srh-262","unk",62.19,50.89,5.54,4.29
"Gene:WBGene00005469","T06E6.12, srh-263","unk",2.03,1.62,1.47,0.31
"Gene:WBGene00005470","T06E6.8, srh-264","unk",0,0.2,1,0.2
"Gene:WBGene00005471","T06E6.9, srh-265","unk",0,2.2,0,2.2
"Gene:WBGene00005472","F31F4.6, srh-266","unk",0,2,0,3
"Gene:WBGene00005473","C04F2.5, srh-267","unk",2.13,0.02,2,0.13
"Gene:WBGene00005474","C54F6.1, srh-268","unk",2,0,0.5,0
"Gene:WBGene00005475","T03E6.5, srh-269","unk",0.18,1.08,0.01,0.01
"Gene:WBGene00005476","F37B4.5, srh-270","unk",0,0,0,0.5
"Gene:WBGene00005477","W02H5.6, srh-271","unk",15.01,6.99,3.42,2.06
"Gene:WBGene00005478","F37B4.4, srh-272","unk",0.12,2.85,0,0.5
"Gene:WBGene00005479","C32B5.2, srh-274","unk",7,6.5,0,0
"Gene:WBGene00005480","C03G6.7, srh-275","unk",1.5,0,0,1
"Gene:WBGene00005481","F21A3.1, srh-276","unk",3,0,0,2.5
"Gene:WBGene00005482","K05D4.6, srh-277","unk",18.54,11.64,0.1,0.25
"Gene:WBGene00005483","T09F5.8, srh-278","unk",1,0,0,1
"Gene:WBGene00005484","F11A5.2, srh-279","unk",0,1,0,0.5
"Gene:WBGene00005485","K05D4.7, srh-280","unk",1,0,0,0
"Gene:WBGene00005486","F11A5.1, srh-281","unk",0.68,0.29,0,0.33
"Gene:WBGene00005487","T21D12.5, srh-282","unk",4,7.51,0,0
"Gene:WBGene00005488","C47A10.2, srh-283","unk",9.75,6,0.5,0.5
"Gene:WBGene00005489","C47A10.3, srh-284","unk",7.63,11.68,2.06,3.54
"Gene:WBGene00005490","Y59A8A.4, srh-286","unk",18.1,24.43,1.61,2.95
"Gene:WBGene00005491","C47A10.9, srh-287","unk",1,1,0,2
"Gene:WBGene00005492","C47A10.7, srh-288","unk",0,1.42,0,0
"Gene:WBGene00005493","C47A10.10, srh-289","unk",0.06,0.04,0.01,0
"Gene:WBGene00005494","C47A10.11, srh-290","unk",5.01,6.13,1.02,1.69
"Gene:WBGene00005495","Y94A7B.3, srh-291","WAGO",666.39,691.7,553.65,738.34
"Gene:WBGene00005496","Y94A7B.1, srh-292","unk",1,0,0,0
"Gene:WBGene00005497","K08G2.8, srh-293","unk",4,9,2,0
"Gene:WBGene00005498","K08G2.10, srh-294","unk",4,11,0,0
"Gene:WBGene00005499","ZK1037.8, srh-295","unk",4.14,2.31,1.53,2.7
"Gene:WBGene00005500","Y94A7B.4, srh-296","unk",2.41,12.33,15.8,15.64
"Gene:WBGene00005501","C17F4.4, srh-297","unk",0.07,0.09,0.31,0.18
"Gene:WBGene00005502","Y94A7B.5, srh-298","unk",21.77,25.89,13.2,11.93
"Gene:WBGene00005503","K08G2.9, srh-299","unk",0,0.33,1,0
"Gene:WBGene00005504","Y94A7B.6, srh-300","unk",11.28,13.51,1.21,0.63
"Gene:WBGene00005505","Y94A7B.8, srh-301","unk",7.21,2.95,7.05,4.64
"Gene:WBGene00005506","Y59A8A.5, srh-302","unk",1.44,10.59,5.77,3.8
"Gene:WBGene00005507","Y94A7B.7, srh-303","unk",2.92,5.88,1.84,2.56
"Gene:WBGene00005508","Y94A7B.9, srh-304","unk",0,27,0,1
"Gene:WBGene00005509","Y49F6A.3, srh-305","unk",7.65,5.5,0,0
"Gene:WBGene00005510","Y49F6A.6, srh-306","unk",0.33,0.5,1,0
"Gene:WBGene00005511","Y59A8B.5, srh-307","unk",17.65,20.52,0.69,2.84
"Gene:WBGene00005512","T27A1.7, srh-105","unk",2,5.67,0.67,0.67
"Gene:WBGene00005513","F36G9.8, sri-1","unk",0,0,0.5,0.25
"Gene:WBGene00005514","F36G9.9, sri-2","unk",0,0,0.02,0
"Gene:WBGene00005515","F36G9.10, sri-3","unk",0,0,1,0
"Gene:WBGene00005516","C05E4.4, sri-4","unk",8.5,3,0,3
"Gene:WBGene00005517","F28D9.2, sri-5","unk",170.8,162.72,9.15,10.17
"Gene:WBGene00005518","T09E8.5, sri-6","unk",0,0,2,0.5
"Gene:WBGene00005519","T06E6.4, sri-7","unk",0,0.5,0,0
"Gene:WBGene00005520","ZK666.10, sri-8","unk",1,0,0,0
"Gene:WBGene00005521","Y102A5C.29, sri-9","unk",0.95,3.53,2.99,3.44
"Gene:WBGene00005522","C54E10.4, sri-10","unk",3.59,1.16,2.24,6.17
"Gene:WBGene00005523","T22H2.3, sri-11","unk",2.47,2.87,1.59,0.38
"Gene:WBGene00005524","T22H2.1, sri-12","unk",1.09,0.31,0,0.06
"Gene:WBGene00005525","M01G12.13, sri-13","unk",3.08,4.45,2.5,2.03
"Gene:WBGene00005526","M01G12.1, sri-14","unk",3.08,4.45,2.5,2.03
